Asher	Ed Constantinople	Ms Casanatense	Ms_Epstein	Ms_London	Adler	placeName	tempindexreal	place_ID	Gazetter	ContexTypology	Borders&Hierarchies	vocabularyType	tripleComparsion
חוילה	חוילה	חוילה	חוילה	חבילה	Havilah	حويلة	temp0794					*מדינה	fullAgreement
גאנה	גאנה	גאנה	גנא	גאנה	Gana	غانة	temp0795					ארץ	fullAgreement
ארץ כוש	כוש	כוש	כוש	כוש	Cush	كوش	temp0796	#K6924	KIMA			ארץ	fullAgreement
אלחבש	אלחבש	אלחבש	אל חכם	אל חבש	Habash	الحبش	temp0797						fullAgreement
חלואן	מחלואן	מחליאן	מחלואן	מחלואן	Heluan	حلوان	temp0798	#K15135	KIMA	itin			fullAgreement
קוץ	קץ	קרן	סוף	קוץ	Kutz	قوص	temp0799	#Q1816589	Wikidata		היא ראש תחלת מצרים	מדינה	fullAgreement
					K[=u]s		temp0800						AdlerOnly
מצרים					Egypt		temp0801	#K8046	KIMA				AsherAdlerAgreement
	_	כוש		כוש	Kutz		temp0802						AdlerOnly
			_	_		قوص	temp0803						HaddadOnly
פיום	עהפיום	פיום	פייום	פיום	Fayum	الفيوم	temp0804	#K12725	KIMA	itin			fullAgreement
פיתום	פיתוס	פתאם	פיתום	פיתום	Pithom	فيثوم	temp0805	#K22877	KIMA				fullAgreement
מצרים					Mizraim	مصر	temp0806						fullAgreement
					Mizraim		temp0807						AdlerOnly
נילוס	נילוס	נילוס	נילוס	נילוס	Nile	نيلوس	temp0808	#Q3392	Wikidata				fullAgreement
	_	פישון	_	פישון	Pison		temp0809						AdlerOnly
אל ניל	אלניל	אלגיל	אלניל	אל ניל	Al-Nil	النيل	temp0810	#Q3392	Wikidata				fullAgreement
ארץ					land of Israel	فلسطين	temp0811	#K2501	KIMA			ארץ	fullAgreement
כניסיה אל שאמיין	שאמיין	אלשמיין	אל שמים	אל שאמיין	Kenisat-al-Schamiyyin		temp0812						AsherAdlerAgreement
בבל					Babylon	بابل	temp0813	#U4					fullAgreement
					land of Israel		temp0814	#K2501	KIMA				AdlerOnly
					Babylon		temp0815						AdlerOnly
כניסיה אל עראקיין	אל עיראקיין	אלערקין	עיר חבאינו	אל עראקיין	Kenisat-al-Irakiyyin		temp0816						AsherAdlerAgreement
בבל					Babylon	العراق	temp0817	#U4					fullAgreement
ספרד				_	Spain	الأندلس	temp0818	#K6471	KIMA				fullAgreement
ארץ ישראל					Palestine	فلسطين	temp0819	#K2501	KIMA			ארץ	fullAgreement
					Egypt	مصر	temp0820	#K8046	KIMA				HaddadAdlerAgreement
ארמון צוען מצרים					"palace of Zoan
                        el-Medina"	قلعة	temp0821			citysite		ארמון	fullAgreement
בגדאד	בגדאד	בגדאד	בגדד	בגדאד	Bagdad	بغداد	temp0822	#K662	KIMA				fullAgreement
צוען מצרים	צוען	צוען	צוען מצרים	צוען	Zoan	صوعن	temp0823					מדינה	fullAgreement
נילוס	נילוס	נילוס	נילוס	נילוס	Nile	النيل	temp0824	#Q3392	Wikidata			נהר	fullAgreement
צוען	צוען	צוען	צוען	צוען	Zoan	صوعن	temp0825			cityDesc		עיר	fullAgreement
	מצרים	מצרים	מצרים	מצרים	Mizraim		temp0825a						
היאור	היאור	היאור	היאור	היאור	Nile	النيل	temp0826	#Q3392	Wikidata			יאור	fullAgreement
עמוד של שיש					"pillar of
                        marble"	عمود من رخام	temp0827						fullAgreement
היאור					Nile	النيل	temp0828	#Q3392	Wikidata			יאור	fullAgreement
מצרים							temp0829	#K8046	KIMA				AsherAdlerAgreement
צוען	צוען	צוען	צוען	צוען	Zoan		temp0830						AsherOnly
מצרים	מצרים	מצרים	מצרים	מצרים	Mizraim		temp0831						AsherOnly
מצרים					Egypt		temp0832	#K8046	KIMA				AsherAdlerAgreement
					Nile		temp0833						AdlerOnly
							temp0834						AdlerOnly
							temp0835						AdlerOnly
יאור					Nile	النيل	temp0836	#Q3392	Wikidata			יאור	fullAgreement
היאור					Nile	النيل	temp0837	#Q3392	Wikidata			יאור	fullAgreement
מצרים							temp0838	#K8046	KIMA				AsherOnly
אל חבש	אלחבש	_	אלחכים	אל חבש	Al-Habash 	كوش	temp0839	#K6924	KIMA				fullAgreement
ארץ חוילה	חוילה	חוילה	חוילה	חוילה	Havilah	الحويلة	temp0840						fullAgreement
היאור					Nile	النيل	temp0841	#Q3392	Wikidata			יאור	fullAgreement
מצרים					Mizraim	مصر	temp0842						fullAgreement
דמיאט	דמיאט	דמיאט	לדמיאט	דמיאט	Damietta	دمياط	temp0843	#K8964	KIMA	geography			fullAgreement
כפתור	כפתור	כפתור	כפתור	כפתור	Caphtor	كفتور	temp0844			idf			fullAgreement
רשיד	רשיד	_	אסית	רשיד	Reshid 	الرشيد	temp0845	#K20050	KIMA	geography		עיר	fullAgreement
אלכסנדריאה	אלכסנדריאה	#_	אלכסאנדרה	אסכנדריאה	Alexandria	إسكندرية	temp0846	#K667	KIMA	geography			fullAgreement
אשמון	אשמון	אשמון	אשמון	אשמון	Ashmun	أشمون	temp0847			geography	העיר הגדולה בגבול מצרים	עיר	fullAgreement
מצרים					Egypt	مصر	temp0849	#K8046	KIMA				AsherAdlerAgreement
מצרים החדשה					Mizraim	مصر الجديدة	temp0850			itin			fullAgreement
מצרים הקדמונה					Mizraim	مصر القديمة	temp0851						fullAgreement
עמודים							temp0852						HaddadAsherAgreement
כנסת משה רבינו					synagogue of Moses	الكنيس الكبير لسيدنا موسى	temp0853						AsherAdlerAgreement
מצרים החרבה	מצרים	מצרים	מצרים	מצרים	Mizraim	مصر	temp0854						fullAgreement
ארץ גושן	גושן	גושן	גושן	גושן	Goshen	أرض جاسان	temp0855			itin			fullAgreement
בלביש	בולסיר סלביס	_	בולסיר סלביס	בולביס	Bilbais	بلبيس	temp0856	#K22392	KIMA			עיר	fullAgreement
עיזקאל	לעיזקאל	לארץ	לעזקאל	_			temp0857	#U21		itin			AsherOnly
עין אל שמס	עין אל שמס	#עין אלשמין	עין אל שמס	עין אל שמס	Ain-al-Shams	عين شمس	temp0858	#K1267	KIMA				fullAgreement
רעמסס	רעמסס	רעמסס	רעמסס	רעמסס	Ramses	رعمسيس	temp0859						fullAgreement
אל בודאיג	אל בוביאיג	אלבובי זיג	אלבוויגו	אל בוביזיג	Al Bubizig	أبو تيج	temp0860	#U23		itin			fullAgreement
	#_	בנהא	#_	בנהא	Benha	بنها	temp0861						HaddadOnly
							temp0863						AdlerOnly
זיפתא	מנזיפתא	מוניסיפתא	מנזיפטא	מוניז פתה	"Muneh
                        Sifte"		temp0864	#Q2392142	Wikidata	itin			AsherAdlerAgreement
	#_	סמנוי	#_	סמט	Samnu	سمناط	temp0862	#K22302	KIMA				AdlerOnly
דמירה	רמירה	רימירה	דמידה	דמירה	Damira	الدميرة	temp0866	#Kdamira	KIMA	itin			fullAgreement
מהלה	למחלה	למחלה	למבלא	לממנה	Lammanah	المحلة	temp0868			itin			HaddadAsherAgreement
אלכסנדריאה	אלכסנדריאה	אליסנדריאה	#_	לאסכנדריא'	Alexandria	إسكندرية	temp0869	#K667	KIMA	itin		עיר	fullAgreement
	_	מצרים	_	מצרים	Egypt		temp0870	#K8046	KIMA				AdlerOnly
نو أمون	_	אמון מנוא	_	אמון מנוא			recogito-2df1d363-3de4-4c0a-b3ab-660f1424bf1d	#K667	KIMA				
أمون نو					"Ammon
                        of No"		recogito-2df1d363-3de4-4c0a-b3ab-660f1424bf1c	#K667	KIMA				
	_		_		Macedon		temp0871	#Q83958	Wikidata				AdlerOnly
בנין יפה וגדול					"a large
                        building"	مدرسة أرسطو	temp0872					בנין	fullAgreement
						إسكندرية	temp0873						HaddadOnly
שער רשיד	רשיד	רשיד	רסית	רשיד	gate of Reshid	رشيد	temp0874					שער	fullAgreement
שער הים					gate by the sea	باب البحر	temp0875					שער	fullAgreement
מסלה על הנמל							temp0876						AsherOnly
אלכסנדריאה	אלכסנדריאה	אלכסנדריאה	אליכאנדרו'	אסכנדריאה	Alexandria		temp0877	#K667	KIMA				AsherAdlerAgreement
					pier, a king's highway		temp0878						AdlerOnly
המנראה	המגראה	המנורה	למאגרא'	המנורה			temp0879	#Q43244	Wikidata			מגדל	AsherOnly
מנאר אלכסנדריאה	מגאר אלכסנדריאה	מנאר אכסנדריאה	מגאר אליכסאנדרו'	מנאר אלסכנדריאה	Manar al Iskandriyyah		temp0880	#Q43244	Wikidata				AsherAdlerAgreement
יון					Greece	الروم	temp0881	#K8822	KIMA			ארץ	fullAgreement
יון					Greece	الروم	temp0882	#K8822	KIMA			יון	fullAgreement
מצרים					Egypt	مصر	temp0883	#K8046	KIMA				fullAgreement
מצרים					Egypt	مصر	temp0884	#K8046	KIMA				fullAgreement
קריטס	קריטס	קרוניאס	קריטאס	קרנואס	Crete	إقريطش	temp0885	#K8648	KIMA	history			fullAgreement
כיפרוס	כיפרוס	קפפוס	קפרוס	קפרוס	Cyprus	قبرص	temp0886	#K7562	KIMA				fullAgreement
מצרים					Egypt	مصر	temp0887	#K8046	KIMA				fullAgreement
אלכסנדריאה	אלכסנדריאה	לאליסנדריאה	לאליכסאנרי'	אסכנדריאה	Alexandria	الإسكندرية	temp0888	#K667	KIMA				fullAgreement
אלכסנדריאה	אכסנדריאה	_	אליכסאנדרי'	_	Alexandria	إسكندرية	temp0889	#K667	KIMA				fullAgreement
בלינסייא	בלינסייא	כניסיה	וולינצא	בניסיה	Venetia	البندقية،	temp0890	#K949	KIMA	commerce		ארץ	fullAgreement
					Tuscany		temp0891	#K11139	KIMA				
טוסכנה	טוסכנה	טוסקנה	טוסקאנה	טושכאנה	Tuscany	طسقانية	temp0891	#K10968	KIMA	commerce			fullAgreement
לומברדיאה	לומברדיאה	לומרדיאה	למוברדיאה	לונברדיא'	Lombardy		temp0892	#K10968	KIMA	commerce			AsherAdlerAgreement
פוליה	פוליא	פוליה	פולייא	פוליה	Apulia	أفولية	temp0893	#K7555	KIMA	commerce			fullAgreement
מלפי	מלכי	מלכי	מאלקי	מלכי	Amalfi	أمالفي	temp0894	#K12281*	KIMA	commerce			fullAgreement
סקילייה	סקיליה	ציציליאה	סקאלי	צקיליה	Sicilia		temp0895	#K6284	KIMA	commerce			fullAgreement
	_	קלבריאה	_	קלבריה	Calabria	قلورية	temp0904	#K7660	KIMA				AdlerOnly
	_	רומניאה		רומניה	Romagna	رومانية	temp0905	#K5323	KIMA				
	_	כזריאה		כזריה	Khazaria	خزرية	temp0906	#Kkhazaria	KIMA				AdlerOnly
		אונגריאה	_	איגוריה	Hungaria		temp0898	#K7547	KIMA				AdlerOnly
	_	בולגריאה	_	כולוריה		بلغارية	temp0910						
רקופיה	רקופיה	דוקוסיאה	ארקופייה	רקוניה	"Rakuvia
                       "	راغوسة	temp0899	#U25		commerce			AsherAdlerAgreement
קרט ויה	קרטויה		קרטוייה	קרוטיה	Croatia	خرواتية	temp0900	#K16240	KIMA				AdlerOnly
		אשקלוניאה			Slavonia	صقلابونية	temp0912	#K2382	KIMA	commerce			
אספנייא	אספנייא		אספאמייא	אספלדורה			temp0903	#K6471	KIMA	commerce			AsherOnly
	_	_		ביצינין	Patzinakia	البجناقية	temp0907	#KPatzinakia	KIMA				HaddadOnly
רוסייא	רוסייא	רוסיאה	רושיא	רוסיה	Russia	روسية	temp0913	#Q1108445	Wikidata	commerce			fullAgreement
אלמאנייה	אלמנייה	אלמנריאה	אלמאני	אלמאניה	Alamannia 	ألمانية	temp0914	#Q2208978	Wikidata	commerce			fullAgreement
שושנאה	שושנאה	שישוניאה	סוסאנה	שישוניאה	Saxony	سكسونية	temp0915	#K7417	KIMA	commerce			fullAgreement
דנאמרקא	דנא	_	ראנה מרקה	דנא מרקא	Danemark	الدانمرك	temp0916	#K6281	KIMA	commerce			fullAgreement
	_	גולנרדה		גורלביאה	Kurland	كورلندة	temp0917	#K13350	KIMA				AdlerOnly
	_	אדלנרה		ארננדי'	Ireland		recogito-0de13d22-5f69-4d9e-95dd-c85c57151028	#K7885	KIMA				
	_	רואצה	_	טראנה	"Norway
                    "	النورجة	temp0918	#K6310	KIMA				AdlerOnly
	_	פירציה		פרישה	Frisia	فريزية	temp0923	#K6291	KIMA				
	_	אשקוצה		אשבוציאה	Scotia	أسكوتية	temp0919	#K7460	KIMA				AdlerOnly
				אינגלטירה	Angleterre	إنكلترة	temp0925	#K12708	KIMA				
גלאץ			גאליציא	גלש	Wales	ويلز	temp0920	#U24		commerce			AdlerOnly
פלנדריש	פלנדריש	פלנדריאה	פולאנריס	פלנדריש	Flanders	فلندر	temp0928	#K1435	KIMA	commerce			fullAgreement
היטר	חיטר	_	חיסר	רוטר	Hainault	هينولت	temp0929	#K14529	KIMA	commerce			fullAgreement
לרמנדיה	לרמנדיה	ארמיניאה	לראמאנריא	נורמנדיה	Normandy	نورمندية	temp0930	#Q15878	Wikidata	commerce			fullAgreement
פראנציה	פראנייה	פרנציאה	פראנצה	פרנציה	France	فرنسة	temp0931	#K6399	KIMA	commerce			fullAgreement
פייטו	פייטו	_	פוייטה	פיטו	Poitiers	بواتو	temp0932	#K7191	KIMA	commerce			fullAgreement
אנגו	אנגו	_	אנגו	אנגו	Anjou	أنجو	temp0933	#K14733	KIMA	commerce			fullAgreement
ברגונייה	בוגונייא	בורגונייא	בוגונייא	ברגונה	Burgundy	برجونية	temp0934	#K13533	KIMA	commerce			fullAgreement
מדיאנה	מדיחנה		מריאנה	מוריאנה	Maurienne		temp0935			commerce			AsherAdlerAgreement
פרובינצא	פרובינצא		פרווינצי'	פרובינצה	Provence	بروفنسية	temp0936	#K8962	KIMA	commerce			fullAgreement
גינואה	גינואה		יינובה	יינובי	Genoa	جنوة	temp0937	#K877	KIMA	commerce			fullAgreement
פישא	פישא	פיסה	פיסה	פיסה	Pisa	بيزة	temp0938	#K251	KIMA	commerce			fullAgreement
גשקוניא	גשקונט	גשקוניא	גווסקוני'	גשקוניה	Gascony	غسقونية	temp0939	#K13933	KIMA	commerce			fullAgreement
ארגון	ארגון	_	ארגון	ארנגון	Aragon	أرغون	temp0940	#K7678	KIMA	commerce			fullAgreement
נבארה	נבארה	_	נבארה	נבארה	Navarra		temp0941	#K9542	KIMA	commerce			AsherAdlerAgreement
אל אנדלוס	אל אנדלוס	אל אנדלוס	אלי אנדולפ׳	אל אנדלס	Andalusia		temp0942	#Q123559	Wikidata	commerce			AsherAdlerAgreement
אל ערוה	אלעדוה	אל עדוה	אלערבה	אל עדוה	Algarve		temp0943	#K7951	KIMA	commerce			AsherAdlerAgreement
אפריקיה	אפריקיה	אפרקיה	אפריקא	אפריקיה	Africa		temp0944	#Q181238	Wikidata	commerce			AsherAdlerAgreement
ארץ אלערב	אל ערב	ערבי	אלערב	ערב	land of the Arabs		temp0945			commerce			AsherAdlerAgreement
הודו	הודו	הודו	הודו	הודו	India	الهند	temp0946			commerce			fullAgreement
חוילה	מחוילה	חוילה	חווילה	זוילה	Zawilah		temp0947			commerce			AsherAdlerAgreement
אל חבש	אל חבש	אל חבש	אלחכים	אל חבש	Abyssinia		temp0948	#K6924	KIMA	commerce			AsherAdlerAgreement
נוביה	לוביה	לוביאה	לוביאה	לוביאה	Lybia	ليبية	temp0949			commerce			fullAgreement
אלימן	אל ירמן	אלמן	אלירמאנו	אל ימן	El-Yemen	اليمن	temp0950			commerce			fullAgreement
שנער	שנער	שנער	שנער	שנער	Shinar	العراق	temp0952	#Q1404297	Wikidata	commerce			AsherAdlerAgreement
אל שאם	אל שאם	אל שם	אלשאם	אל שאם	Esh-Sham 	الشام	temp0953			commerce			fullAgreement
יון	יון	יון	יון	יוון	Javan	اليونان	temp0954	#K8822	KIMA	commerce			fullAgreement
						بالروم	temp0954a						
	אל תורך	אל תורך	אלתורך	אל תוריך			temp0954b						
הודו					India		temp0955			commerce			AsherAdlerAgreement
קבר אחד של שיש					sepulchre of marble		temp0956			citysite		קבר	AsherAdlerAgreement
אלכסנדריאה	אלכסנדריאה		אליכסאנרה	אסכנדריא'	Alexandria	إسكندرية	temp0957	#K667	KIMA				fullAgreement
דמיאט	דמיאט	#_	דמיאט	דאמיט	Damietta	دمياط	temp0958	#K8964	KIMA	itin			fullAgreement
כפתור	כפתור	_	כפתור	כפתור	Caphtor	كفتور	temp0959						fullAgreement
		בלכסנדריאה					temp0959b						
	#check	#_	#_	טומסיס	Simasim		temp0960						AdlerOnly
סונבאט	סונבאט	זונבק	סונבאני	סונבט	Sunbat	سنباط	temp0961	#Ksunbat	KIMA	itin			fullAgreement
אילאה	אילאס	#_	אליאם	אילאס	Ailam	إيلة	temp0962			itin			fullAgreement
אילים	אילים	_	אלים	אלים	Elim		temp0963						AsherAdlerAgreement
רפידים	רפידים	רפידים	רפידים	רפידים	Rephidim	رفيديم	temp0964			itin			fullAgreement
הר סיני	סיני	_	סיני	סיני	Mount Sinai		temp0965			itin		הר	AsherAdlerAgreement
טור סיני	טור סיני	_	טור סיני	טור סיני	"Tur
                        Sinai"	طور سيناء	temp0966					כרך	fullAgreement
מצרים					Egypt		temp0967	#K8046	KIMA				AsherAdlerAgreement
ים סוף					Red Sea	بحر القلزم	temp0968			itin			fullAgreement
הר סיני					Mount Sinai		temp0969					הר	AsherAdlerAgreement
ים					Indian Ocean		temp0970						AsherAdlerAgreement
דמיאט	לדמיאט	_	לכפתור		Damietta		temp0971	#K8964	KIMA				AsherAdlerAgreement
טניס	טוניס	#_	טוניס	טאנס	Tanis	تنيس	temp0972	#K3054	KIMA	itin			fullAgreement
חנס	חכם	_	חנס	חנס	Hanes	حانيس	temp0973						fullAgreement
מצרים					Egypt		temp0974	#K8046	KIMA				AsherAdlerAgreement
מיסני	מישני	מסינה	מיסאני	מסינא		مسينة	temp0975	#K7699	KIMA	itin	תחלת אי סקלייה		HaddadAsherAgreement
סקלייה	סקלייה	סציליאה	איסקאליא	צקיליה	Sicily		temp0976	#K6284	KIMA				AsherAdlerAgreement
לוניד	לוניד	לוכר	לוניץ	לופאר	Lipar	لونير	temp0977						fullAgreement
קלברייה	קלברילה	קלבריאה	קלוורילה	קלבריאה	Calabria	قلورية	temp0978	#K7660	KIMA				fullAgreement
סקלייה	סקלייה	_	איסקאליא				temp0979	#K6284	KIMA				AsherOnly
ירושלם					Jerusalem	القدس	temp0980	#K691	KIMA				fullAgreement
פלירמו	פלירמו	_	פלירמו	פלירמו	Palermo	بلرمو	temp0981	#K7745	KIMA	itin		עיר+מדינה	fullAgreement
					Palermo		temp0982	#K7745	KIMA			ארמון	AsherAdlerAgreement
ארמון גדול מ					palace of King 		temp0981b						
סקלייה	סקלייה	_	סקאלייא	צקיליה	Sicily	صقلية	temp0983	#K6284	KIMA			ארץ	fullAgreement
אלחיציינה					Al Harbina 		temp0983a						
אל בחירה					Al Buheira	بالبحيرة	temp0983b						
מסיני	ממסיני	_	ממיסינה	מסינא	Messina		temp0984	#K7678	KIMA				AsherAdlerAgreement
קטנייה	קטנייה		קטאניא'	קטאניה	Catania	كتانية	temp0985						AsherAdlerAgreement
סרקוסה	סרקוסה	_	סרקוטה	סרקוסה	Syracuse	سراكوزة	temp0986	#K6347	KIMA				fullAgreement
מזרא	מזרא	_	מאזירה	מזארה	Marsala	مرسالة	temp0989						AsherAdlerAgreement
פנטליאנה	פטלריאה	_	פטאלריא'	פיטראלייה	Petralia	بترالية	temp0990	#Q18464782	Wikidata				AsherAdlerAgreement
טראפנה	טראפנה	_	טרפאנו	טראפנה	Trapani	ترباني	temp0991	#K6879	KIMA				fullAgreement
טראפנה	טראפנה		טרפאנו	טראפנה	Trapani		temp0992	#K6879	KIMA				AsherAdlerAgreement
רומה	רומה	רומה	רומי	רומה	Rome	روميه	temp0993			itin			fullAgreement
רומה					Rome		temp0994			itin2ndMention			AsherAdlerAgreement
לוקה	לוקה	#_	לוקה	לוכה	Lucca	لوكا،	temp0995	#K6491	KIMA	itin			fullAgreement
	_	הרי יובי		הר יווני			temp0995b						
מוראיינה	מוראיינה	מוריאנה	מורייא'	מוריאנה	Maurienne	موريان	temp0996			itin			fullAgreement
איטנייא					Italy	الإيطالية	temp0997					מעברות	AsherAdlerAgreement
ברדין	ברדין	ברדון	בארדינו	ברדון	Verdun	بردين	temp0998			itin?-end	תחלת אלמנייא	עיר	fullAgreement
						الإيطالية	temp0999						HaddadOnly
אלמנייא					Alamannia	ألمانية	temp1000	#Q2208978	Wikidata				AsherAdlerAgreement
אלמנייא	אלמנייא	_	אלימינו		Alamannia	ألمانية	temp1001	#Q2208978	Wikidata	geography+JewishGeography			fullAgreement
ריינוס	רינוס	רינור	רינוס	אל רינוס	Rhine	الراين	temp1002					נהר	fullAgreement
קולונייא	קולונייא	קולונייא	קולונייא'	קולונייה	Cologne	كولونية	temp1003	#Q365	Wikidata			עיר	fullAgreement
קשנבורק	קשנבורק	רנשברוק	קשובורגי	רנשבורק	Regensburg		temp1025	#Q2978	Wikidata		קצה אלמנייא	עיר	AsherAdlerAgreement
אלמנייא	אלימניא	אלמנייה	אלימניא'	אלמאנייה	Alamannia		temp1026	#Q2208978	Wikidata				AsherAdlerAgreement
אשכנז					Ashkenaz	أشكناز	temp1027					ארץ	AsherAdlerAgreement
אלמנייא					Alamannia		temp1028	#Q2208978	Wikidata				AsherAdlerAgreement
				מסתיורכש	Metz	متز	temp1029						AdlerOnly
					Treves	تريفس	temp1030						AdlerOnly
משלה	משלה	_	משיליא'	משילה	Moselle	الموزيل	temp1031					נהר	AsherAdlerAgreement
קובפילינש	קונפילינש	קוניפליס	קונפילינס	קופלינס	Coblenz	كوبلنز	temp1032	#Q3104	Wikidata			מדינה	AsherAdlerAgreement
אנדרנכה	אודרנכה	אנדרנה	אורדנאקי'	_	Andernach	أندرناخ	temp1033	#K14653	KIMA			מדינה	AsherAdlerAgreement
קובה	קונה	בונה	קונה		Bonn	بونة	temp1034	#Q586	Wikidata			מדינה	AsherAdlerAgreement
קרטניא	קוטניא	_	קוטוניא'		Cologne		temp1035	#Q365	Wikidata			מדינה	AsherAdlerAgreement
בינגה	בינגה	_	נירגא			بنجن	temp1036					מדינה	AsherAdlerAgreement
משתראן	משתראן		מסטראי'			مونستر	temp1037	#K11457	KIMA				AdlerOnly
גרמיסה	גרמיסה	_	גרמיזא		Worms	فورمس	temp1038	#Q3852	Wikidata			מדינה	AsherAdlerAgreement
ירושלם		_			Jerusalem		temp1040	#K691	KIMA				AsherAdlerAgreement
אלימנייא	אלימנייא	_	אלימאנייה				temp1041						AsherOnly
אשתראן בורך	אשתראן בורך	_	אשתארן בורך	אשתרן בורק	Strassburg	شتر اسبورغ	temp1042					מדינה	AsherOnly
דוי דסבורך	דוי רסבורך	_	דוי רסבורך	בוירסבורק	Würzburg	فور	temp1044					מדינה	AsherOnly
							temp1046						AdlerOnly
מנדטרן	_	_	מנדטרך	מרנבורק	Mantern	منترن	temp1047					מדינה	AsherAdlerAgreement
בנבורק	בנבורק		בנבורק	בנבירק	Bamberg	بمبرغ	temp1048						AdlerOnly
פסינגש	פסונגש	_	פסינגס	בסינגש	Freising	فرايزنغ	temp1049						AsherOnly
צר	צד	_	צר				temp1051					מדינה	AsherOnly
רגנשבורק	רשנבורק	_	רשנבורק	רנשבורק	Regensburg		temp1052	#Q2978	Wikidata		קצה המלכות	מדינה	AsherAdlerAgreement
בהם	בהם	בהם	בהם	בהם	Bohemia	بوهيمية	temp1053			border		ארץ	AsherAdlerAgreement
פראגה	פראגה	פרגה	פראגה	פרגא	Prague	براغ	temp1054			namesake:ling	תחלת ארץ אשקלבונייא		AsherAdlerAgreement
אשקלבונייא	אשקלבונייה	אשקלוביא	אשקלבונייה	אשכלבוניה	Slavonia		temp1055			geography		ארץ, מלכות	AsherAdlerAgreement
כנען	כנען	כנען	כנען	כנען	Canaan		temp1056			namesake:ling			AsherAdlerAgreement
רוסיא	רוסיא	_	רוסיא'	רוסיה	Russia		temp1057			geography			AsherAdlerAgreement
שער פראגא					Prague		temp1058			geography			AsherAdlerAgreement
שער כיו	פיל	_	פיו	פא	Kieff	كييف،	temp1059			geography+border	בסוף המלכות/עד הנה מלכות רוסיא	שער (עיר)	AsherAdlerAgreement
רוסיא					Russia		temp1060			geography		מלכות	AsherAdlerAgreement
פראנצייה	פראנצייה	פרנבייא	פראנצייא	פרנסצה	France	فرنسة	temp1061	#K6399	KIMA	geography		מלכות	AsherAdlerAgreement
צרפת	צרפת	צרפת	צרפת	צרפת	Zarfath	صرفث	temp1062	#K6399	KIMA	geography		ארץ	fullAgreement
אל סודו	מעור אל סודו	מעיר אלצור	מעור אל סודוער	אל סור	Auxerre		temp1063	#K7303	KIMA	geography		עיר	AsherAdlerAgreement
פאריש	פראיש	פרישה	פאריש	פריש	Paris	باريس	temp1064	#Q90	Wikidata	geography+jewishGeography		מדינה	fullAgreement
						باريس	temp1065						HaddadOnly
סינא	סיבא	שיינה	סינא	שנה	Seine	السين	temp1066			cityDesc		נהר	fullAgreement
